user,software,device,network,action,resource,rischio
alice.medico,e7afb57c_cert,tpm_enclave_88,10.0.0.15,update,utenti,15
mario.rossi,mozilla_firefox_112,tpm_enclave_88,10.0.0.15,insert,pazienti,0
mario.rossi,e7afb57c_cert,1.3.6.1.4.1.311.21.9,10.0.0.15,find,pazienti,26
luigi.verdi,chrome_115,tpm_enclave_88,192.168.1.50,insert,cartelle_cliniche,25
mario.rossi,e7afb57c_cert,1.3.6.1.4.1.311.21.9,192.168.1.50,insert,utenti,20
mario.rossi,mozilla_firefox_112,1.3.6.1.4.1.311.21.9,192.168.1.50,update,cartelle_cliniche,23
luigi.verdi,e7afb57c_cert,1.3.6.1.4.1.311.21.9,10.0.0.15,insert,cartelle_cliniche,0
mario.rossi,chrome_115,1.3.6.1.4.1.311.21.9,10.0.0.15,find,pazienti,21
luigi.verdi,e7afb57c_cert,1.3.6.1.4.1.311.21.9,192.168.1.50,find,cartelle_cliniche,1
admin,custom_python_script,unknown,1.2.3.4,drop,config_db,75
alice.medico,mozilla_firefox_112,tpm_enclave_88,192.168.1.50,update,pazienti,1
alice.medico,mozilla_firefox_112,tpm_enclave_88,10.0.0.15,authenticate,pazienti,20
alice.medico,mozilla_firefox_112,1.3.6.1.4.1.311.21.9,10.0.0.15,authenticate,utenti,6
admin,nmap,unknown,8.8.8.8,delete,pazienti,71
mario.rossi,nmap,missing_tpm,93.44.12.1,find,config_db,90
luigi.verdi,mozilla_firefox_112,1.3.6.1.4.1.311.21.9,192.168.1.50,update,cartelle_cliniche,11
luigi.verdi,e7afb57c_cert,1.3.6.1.4.1.311.21.9,192.168.1.50,authenticate,cartelle_cliniche,4
alice.medico,e7afb57c_cert,tpm_enclave_88,192.168.1.50,insert,utenti,25
luigi.verdi,e7afb57c_cert,1.3.6.1.4.1.311.21.9,192.168.1.50,update,pazienti,29
alice.medico,e7afb57c_cert,tpm_enclave_88,10.0.0.15,find,pazienti,29
anonymous,nmap,unknown,8.8.8.8,delete,system_logs,70
alice.medico,mozilla_firefox_112,1.3.6.1.4.1.311.21.9,10.0.0.15,update,pazienti,11
alice.medico,chrome_115,1.3.6.1.4.1.311.21.9,192.168.1.50,insert,cartelle_cliniche,10
admin,curl_7.68,missing_tpm,1.2.3.4,drop,pazienti,81
alice.medico,chrome_115,tpm_enclave_88,192.168.1.50,find,cartelle_cliniche,10
mario.rossi,mozilla_firefox_112,1.3.6.1.4.1.311.21.9,10.0.0.15,find,pazienti,19
alice.medico,chrome_115,tpm_enclave_88,192.168.1.50,update,pazienti,5
alice.medico,mozilla_firefox_112,tpm_enclave_88,192.168.1.50,insert,cartelle_cliniche,23
admin,custom_python_script,missing_tpm,93.44.12.1,find,system_logs,95
hacker,curl_7.68,missing_tpm,1.2.3.4,delete,pazienti,99
alice.medico,e7afb57c_cert,1.3.6.1.4.1.311.21.9,10.0.0.15,find,pazienti,12
luigi.verdi,chrome_115,1.3.6.1.4.1.311.21.9,192.168.1.50,authenticate,pazienti,19
luigi.verdi,chrome_115,1.3.6.1.4.1.311.21.9,192.168.1.50,update,utenti,19
alice.medico,mozilla_firefox_112,1.3.6.1.4.1.311.21.9,192.168.1.50,update,utenti,5
alice.medico,mozilla_firefox_112,tpm_enclave_88,192.168.1.50,find,pazienti,3
alice.medico,e7afb57c_cert,tpm_enclave_88,10.0.0.15,authenticate,cartelle_cliniche,8
mario.rossi,nmap,missing_tpm,8.8.8.8,drop,system_logs,82
admin,curl_7.68,missing_tpm,8.8.8.8,find,pazienti,82
alice.medico,mozilla_firefox_112,1.3.6.1.4.1.311.21.9,10.0.0.15,update,utenti,12
mario.rossi,nmap,unknown,93.44.12.1,find,system_logs,92
luigi.verdi,e7afb57c_cert,tpm_enclave_88,192.168.1.50,find,cartelle_cliniche,14
luigi.verdi,chrome_115,1.3.6.1.4.1.311.21.9,10.0.0.15,authenticate,cartelle_cliniche,24
alice.medico,e7afb57c_cert,1.3.6.1.4.1.311.21.9,10.0.0.15,find,utenti,15
luigi.verdi,chrome_115,tpm_enclave_88,10.0.0.15,authenticate,pazienti,4
hacker,nmap,unknown,8.8.8.8,drop,system_logs,78
anonymous,nmap,missing_tpm,93.44.12.1,find,config_db,79
mario.rossi,chrome_115,tpm_enclave_88,192.168.1.50,update,utenti,26
luigi.verdi,e7afb57c_cert,1.3.6.1.4.1.311.21.9,192.168.1.50,authenticate,utenti,9
alice.medico,e7afb57c_cert,1.3.6.1.4.1.311.21.9,10.0.0.15,authenticate,cartelle_cliniche,28
mario.rossi,mozilla_firefox_112,tpm_enclave_88,192.168.1.50,update,cartelle_cliniche,23
alice.medico,e7afb57c_cert,tpm_enclave_88,10.0.0.15,authenticate,utenti,10
mario.rossi,chrome_115,1.3.6.1.4.1.311.21.9,10.0.0.15,update,utenti,9
luigi.verdi,chrome_115,1.3.6.1.4.1.311.21.9,192.168.1.50,insert,utenti,7
luigi.verdi,chrome_115,1.3.6.1.4.1.311.21.9,192.168.1.50,find,pazienti,3
alice.medico,mozilla_firefox_112,1.3.6.1.4.1.311.21.9,192.168.1.50,insert,pazienti,22
mario.rossi,nmap,missing_tpm,1.2.3.4,drop,system_logs,100
alice.medico,chrome_115,1.3.6.1.4.1.311.21.9,10.0.0.15,find,pazienti,28
luigi.verdi,mozilla_firefox_112,tpm_enclave_88,10.0.0.15,insert,cartelle_cliniche,23
hacker,nmap,missing_tpm,8.8.8.8,drop,config_db,73
alice.medico,chrome_115,1.3.6.1.4.1.311.21.9,10.0.0.15,authenticate,utenti,2
mario.rossi,mozilla_firefox_112,1.3.6.1.4.1.311.21.9,192.168.1.50,find,cartelle_cliniche,5
luigi.verdi,chrome_115,1.3.6.1.4.1.311.21.9,192.168.1.50,insert,cartelle_cliniche,14
hacker,nmap,missing_tpm,1.2.3.4,find,pazienti,83
admin,custom_python_script,missing_tpm,8.8.8.8,delete,config_db,87
alice.medico,e7afb57c_cert,tpm_enclave_88,192.168.1.50,insert,cartelle_cliniche,22
alice.medico,e7afb57c_cert,1.3.6.1.4.1.311.21.9,10.0.0.15,find,pazienti,12
anonymous,curl_7.68,missing_tpm,93.44.12.1,drop,pazienti,85
luigi.verdi,chrome_115,tpm_enclave_88,10.0.0.15,find,utenti,12
mario.rossi,chrome_115,1.3.6.1.4.1.311.21.9,192.168.1.50,insert,pazienti,17
luigi.verdi,mozilla_firefox_112,1.3.6.1.4.1.311.21.9,10.0.0.15,insert,pazienti,9
luigi.verdi,mozilla_firefox_112,1.3.6.1.4.1.311.21.9,10.0.0.15,update,utenti,27
hacker,nmap,missing_tpm,1.2.3.4,drop,pazienti,94
hacker,custom_python_script,missing_tpm,93.44.12.1,delete,config_db,95
alice.medico,chrome_115,1.3.6.1.4.1.311.21.9,10.0.0.15,find,cartelle_cliniche,22
luigi.verdi,mozilla_firefox_112,tpm_enclave_88,192.168.1.50,authenticate,utenti,14
mario.rossi,mozilla_firefox_112,tpm_enclave_88,192.168.1.50,authenticate,utenti,25
mario.rossi,mozilla_firefox_112,1.3.6.1.4.1.311.21.9,192.168.1.50,authenticate,utenti,20
hacker,nmap,unknown,93.44.12.1,find,pazienti,78
mario.rossi,mozilla_firefox_112,1.3.6.1.4.1.311.21.9,10.0.0.15,update,utenti,8
mario.rossi,mozilla_firefox_112,tpm_enclave_88,10.0.0.15,authenticate,utenti,13
luigi.verdi,chrome_115,tpm_enclave_88,10.0.0.15,authenticate,pazienti,27
luigi.verdi,e7afb57c_cert,1.3.6.1.4.1.311.21.9,10.0.0.15,find,cartelle_cliniche,3
alice.medico,chrome_115,tpm_enclave_88,10.0.0.15,find,cartelle_cliniche,27
alice.medico,e7afb57c_cert,1.3.6.1.4.1.311.21.9,10.0.0.15,update,utenti,16
alice.medico,e7afb57c_cert,1.3.6.1.4.1.311.21.9,192.168.1.50,update,pazienti,1
admin,nmap,missing_tpm,1.2.3.4,find,pazienti,79
alice.medico,chrome_115,1.3.6.1.4.1.311.21.9,10.0.0.15,find,pazienti,3
alice.medico,mozilla_firefox_112,tpm_enclave_88,192.168.1.50,find,cartelle_cliniche,12
alice.medico,chrome_115,tpm_enclave_88,192.168.1.50,insert,cartelle_cliniche,14
hacker,curl_7.68,missing_tpm,1.2.3.4,delete,pazienti,70
alice.medico,chrome_115,tpm_enclave_88,10.0.0.15,authenticate,pazienti,11
luigi.verdi,chrome_115,1.3.6.1.4.1.311.21.9,10.0.0.15,insert,cartelle_cliniche,30
mario.rossi,custom_python_script,unknown,1.2.3.4,find,system_logs,89
alice.medico,e7afb57c_cert,tpm_enclave_88,10.0.0.15,update,cartelle_cliniche,10
alice.medico,e7afb57c_cert,1.3.6.1.4.1.311.21.9,10.0.0.15,insert,utenti,22
luigi.verdi,e7afb57c_cert,tpm_enclave_88,192.168.1.50,find,utenti,4
luigi.verdi,mozilla_firefox_112,1.3.6.1.4.1.311.21.9,192.168.1.50,authenticate,pazienti,16
luigi.verdi,mozilla_firefox_112,1.3.6.1.4.1.311.21.9,192.168.1.50,authenticate,pazienti,5
hacker,curl_7.68,missing_tpm,93.44.12.1,delete,pazienti,80
alice.medico,mozilla_firefox_112,1.3.6.1.4.1.311.21.9,10.0.0.15,insert,pazienti,14
alice.medico,e7afb57c_cert,tpm_enclave_88,10.0.0.15,authenticate,pazienti,10
mario.rossi,mozilla_firefox_112,1.3.6.1.4.1.311.21.9,192.168.1.50,insert,utenti,24
alice.medico,e7afb57c_cert,1.3.6.1.4.1.311.21.9,10.0.0.15,authenticate,pazienti,9
luigi.verdi,mozilla_firefox_112,1.3.6.1.4.1.311.21.9,10.0.0.15,authenticate,utenti,2
mario.rossi,mozilla_firefox_112,tpm_enclave_88,192.168.1.50,find,utenti,11
mario.rossi,mozilla_firefox_112,tpm_enclave_88,192.168.1.50,update,cartelle_cliniche,1
alice.medico,chrome_115,1.3.6.1.4.1.311.21.9,192.168.1.50,insert,cartelle_cliniche,16
luigi.verdi,chrome_115,tpm_enclave_88,192.168.1.50,insert,cartelle_cliniche,8
luigi.verdi,e7afb57c_cert,1.3.6.1.4.1.311.21.9,10.0.0.15,update,cartelle_cliniche,29
luigi.verdi,chrome_115,tpm_enclave_88,192.168.1.50,insert,pazienti,0
alice.medico,e7afb57c_cert,1.3.6.1.4.1.311.21.9,192.168.1.50,insert,utenti,14
mario.rossi,chrome_115,1.3.6.1.4.1.311.21.9,192.168.1.50,find,utenti,7
mario.rossi,mozilla_firefox_112,1.3.6.1.4.1.311.21.9,10.0.0.15,authenticate,utenti,2
alice.medico,mozilla_firefox_112,tpm_enclave_88,10.0.0.15,authenticate,pazienti,13
mario.rossi,chrome_115,1.3.6.1.4.1.311.21.9,10.0.0.15,find,pazienti,13
alice.medico,chrome_115,1.3.6.1.4.1.311.21.9,192.168.1.50,update,cartelle_cliniche,3
luigi.verdi,e7afb57c_cert,tpm_enclave_88,192.168.1.50,update,pazienti,16
mario.rossi,mozilla_firefox_112,1.3.6.1.4.1.311.21.9,10.0.0.15,insert,utenti,11
mario.rossi,chrome_115,1.3.6.1.4.1.311.21.9,10.0.0.15,update,utenti,7
luigi.verdi,mozilla_firefox_112,1.3.6.1.4.1.311.21.9,10.0.0.15,update,pazienti,9
alice.medico,mozilla_firefox_112,tpm_enclave_88,192.168.1.50,update,cartelle_cliniche,6
mario.rossi,chrome_115,tpm_enclave_88,192.168.1.50,update,pazienti,6
alice.medico,e7afb57c_cert,1.3.6.1.4.1.311.21.9,192.168.1.50,find,utenti,2
alice.medico,mozilla_firefox_112,tpm_enclave_88,192.168.1.50,insert,cartelle_cliniche,11
luigi.verdi,chrome_115,1.3.6.1.4.1.311.21.9,10.0.0.15,find,utenti,16
anonymous,curl_7.68,missing_tpm,93.44.12.1,find,system_logs,86
luigi.verdi,e7afb57c_cert,tpm_enclave_88,10.0.0.15,authenticate,cartelle_cliniche,10
hacker,custom_python_script,missing_tpm,8.8.8.8,find,config_db,94
alice.medico,chrome_115,tpm_enclave_88,10.0.0.15,update,utenti,2
alice.medico,chrome_115,tpm_enclave_88,192.168.1.50,authenticate,utenti,16
mario.rossi,mozilla_firefox_112,1.3.6.1.4.1.311.21.9,192.168.1.50,insert,pazienti,28
anonymous,custom_python_script,unknown,8.8.8.8,delete,system_logs,91
alice.medico,chrome_115,1.3.6.1.4.1.311.21.9,192.168.1.50,update,utenti,13
mario.rossi,nmap,missing_tpm,1.2.3.4,delete,system_logs,79
luigi.verdi,mozilla_firefox_112,tpm_enclave_88,192.168.1.50,insert,cartelle_cliniche,27
mario.rossi,mozilla_firefox_112,1.3.6.1.4.1.311.21.9,192.168.1.50,authenticate,cartelle_cliniche,20
luigi.verdi,e7afb57c_cert,tpm_enclave_88,10.0.0.15,find,utenti,7
alice.medico,chrome_115,1.3.6.1.4.1.311.21.9,10.0.0.15,find,cartelle_cliniche,3
mario.rossi,chrome_115,1.3.6.1.4.1.311.21.9,10.0.0.15,authenticate,pazienti,9
alice.medico,e7afb57c_cert,1.3.6.1.4.1.311.21.9,192.168.1.50,authenticate,utenti,4
mario.rossi,chrome_115,1.3.6.1.4.1.311.21.9,10.0.0.15,insert,pazienti,26
alice.medico,mozilla_firefox_112,tpm_enclave_88,10.0.0.15,authenticate,utenti,23
anonymous,custom_python_script,missing_tpm,1.2.3.4,delete,pazienti,70
luigi.verdi,chrome_115,1.3.6.1.4.1.311.21.9,10.0.0.15,update,utenti,2
luigi.verdi,e7afb57c_cert,1.3.6.1.4.1.311.21.9,192.168.1.50,update,cartelle_cliniche,28
mario.rossi,chrome_115,tpm_enclave_88,10.0.0.15,find,pazienti,26
mario.rossi,mozilla_firefox_112,tpm_enclave_88,10.0.0.15,authenticate,utenti,30
mario.rossi,e7afb57c_cert,tpm_enclave_88,10.0.0.15,update,pazienti,13
alice.medico,e7afb57c_cert,1.3.6.1.4.1.311.21.9,10.0.0.15,authenticate,utenti,8
anonymous,nmap,unknown,8.8.8.8,delete,pazienti,70
mario.rossi,mozilla_firefox_112,1.3.6.1.4.1.311.21.9,10.0.0.15,find,utenti,13
mario.rossi,mozilla_firefox_112,tpm_enclave_88,10.0.0.15,insert,utenti,19
alice.medico,e7afb57c_cert,tpm_enclave_88,10.0.0.15,insert,pazienti,24
luigi.verdi,e7afb57c_cert,tpm_enclave_88,10.0.0.15,insert,utenti,3
alice.medico,chrome_115,tpm_enclave_88,192.168.1.50,authenticate,cartelle_cliniche,6
alice.medico,chrome_115,tpm_enclave_88,192.168.1.50,find,pazienti,23
luigi.verdi,e7afb57c_cert,1.3.6.1.4.1.311.21.9,10.0.0.15,insert,pazienti,0
mario.rossi,custom_python_script,missing_tpm,8.8.8.8,drop,config_db,92
mario.rossi,chrome_115,1.3.6.1.4.1.311.21.9,10.0.0.15,find,pazienti,21
mario.rossi,chrome_115,tpm_enclave_88,10.0.0.15,authenticate,pazienti,6
mario.rossi,mozilla_firefox_112,tpm_enclave_88,192.168.1.50,update,cartelle_cliniche,7
alice.medico,mozilla_firefox_112,1.3.6.1.4.1.311.21.9,10.0.0.15,insert,utenti,0
mario.rossi,mozilla_firefox_112,1.3.6.1.4.1.311.21.9,192.168.1.50,find,utenti,16
luigi.verdi,chrome_115,tpm_enclave_88,192.168.1.50,find,pazienti,25
alice.medico,e7afb57c_cert,tpm_enclave_88,192.168.1.50,update,pazienti,12
alice.medico,e7afb57c_cert,1.3.6.1.4.1.311.21.9,10.0.0.15,find,cartelle_cliniche,29
alice.medico,e7afb57c_cert,tpm_enclave_88,192.168.1.50,update,cartelle_cliniche,3
hacker,custom_python_script,unknown,1.2.3.4,delete,pazienti,95
mario.rossi,mozilla_firefox_112,1.3.6.1.4.1.311.21.9,10.0.0.15,find,pazienti,11
luigi.verdi,chrome_115,tpm_enclave_88,10.0.0.15,find,utenti,27
mario.rossi,e7afb57c_cert,tpm_enclave_88,10.0.0.15,insert,utenti,19
mario.rossi,e7afb57c_cert,tpm_enclave_88,10.0.0.15,find,utenti,17
alice.medico,mozilla_firefox_112,1.3.6.1.4.1.311.21.9,192.168.1.50,update,pazienti,5
admin,curl_7.68,unknown,93.44.12.1,find,system_logs,75
alice.medico,mozilla_firefox_112,1.3.6.1.4.1.311.21.9,10.0.0.15,update,pazienti,29
alice.medico,e7afb57c_cert,1.3.6.1.4.1.311.21.9,10.0.0.15,update,utenti,12
luigi.verdi,e7afb57c_cert,1.3.6.1.4.1.311.21.9,192.168.1.50,authenticate,cartelle_cliniche,29
admin,custom_python_script,unknown,1.2.3.4,find,pazienti,96
luigi.verdi,chrome_115,1.3.6.1.4.1.311.21.9,192.168.1.50,insert,utenti,16
alice.medico,e7afb57c_cert,tpm_enclave_88,10.0.0.15,update,pazienti,4
alice.medico,e7afb57c_cert,1.3.6.1.4.1.311.21.9,192.168.1.50,insert,pazienti,21
mario.rossi,chrome_115,tpm_enclave_88,192.168.1.50,insert,utenti,26
anonymous,nmap,missing_tpm,1.2.3.4,delete,system_logs,86
mario.rossi,chrome_115,tpm_enclave_88,10.0.0.15,insert,utenti,1
luigi.verdi,e7afb57c_cert,1.3.6.1.4.1.311.21.9,10.0.0.15,update,cartelle_cliniche,3
mario.rossi,e7afb57c_cert,tpm_enclave_88,10.0.0.15,authenticate,utenti,8
alice.medico,mozilla_firefox_112,1.3.6.1.4.1.311.21.9,10.0.0.15,authenticate,utenti,14
luigi.verdi,mozilla_firefox_112,1.3.6.1.4.1.311.21.9,192.168.1.50,insert,cartelle_cliniche,13
mario.rossi,chrome_115,tpm_enclave_88,192.168.1.50,insert,cartelle_cliniche,9
mario.rossi,chrome_115,tpm_enclave_88,10.0.0.15,insert,cartelle_cliniche,6
luigi.verdi,e7afb57c_cert,1.3.6.1.4.1.311.21.9,10.0.0.15,update,pazienti,13
luigi.verdi,mozilla_firefox_112,1.3.6.1.4.1.311.21.9,192.168.1.50,insert,utenti,17
mario.rossi,e7afb57c_cert,1.3.6.1.4.1.311.21.9,10.0.0.15,authenticate,pazienti,17
luigi.verdi,e7afb57c_cert,tpm_enclave_88,10.0.0.15,insert,cartelle_cliniche,17
anonymous,nmap,missing_tpm,1.2.3.4,delete,system_logs,88
mario.rossi,mozilla_firefox_112,tpm_enclave_88,192.168.1.50,insert,utenti,4
luigi.verdi,chrome_115,1.3.6.1.4.1.311.21.9,192.168.1.50,authenticate,pazienti,9
alice.medico,e7afb57c_cert,1.3.6.1.4.1.311.21.9,192.168.1.50,update,cartelle_cliniche,2
alice.medico,chrome_115,1.3.6.1.4.1.311.21.9,10.0.0.15,authenticate,cartelle_cliniche,6
alice.medico,e7afb57c_cert,tpm_enclave_88,10.0.0.15,update,cartelle_cliniche,1
mario.rossi,mozilla_firefox_112,tpm_enclave_88,10.0.0.15,authenticate,pazienti,23
mario.rossi,mozilla_firefox_112,1.3.6.1.4.1.311.21.9,192.168.1.50,find,pazienti,21
mario.rossi,curl_7.68,missing_tpm,93.44.12.1,delete,config_db,76
mario.rossi,chrome_115,1.3.6.1.4.1.311.21.9,192.168.1.50,find,cartelle_cliniche,10
mario.rossi,e7afb57c_cert,1.3.6.1.4.1.311.21.9,10.0.0.15,find,cartelle_cliniche,17
admin,custom_python_script,unknown,8.8.8.8,find,pazienti,85
mario.rossi,e7afb57c_cert,1.3.6.1.4.1.311.21.9,10.0.0.15,insert,utenti,1
mario.rossi,chrome_115,tpm_enclave_88,192.168.1.50,update,cartelle_cliniche,9
alice.medico,mozilla_firefox_112,tpm_enclave_88,192.168.1.50,update,cartelle_cliniche,10
anonymous,curl_7.68,unknown,8.8.8.8,drop,pazienti,83
luigi.verdi,e7afb57c_cert,1.3.6.1.4.1.311.21.9,10.0.0.15,find,pazienti,1
luigi.verdi,mozilla_firefox_112,tpm_enclave_88,10.0.0.15,insert,cartelle_cliniche,7
mario.rossi,chrome_115,tpm_enclave_88,10.0.0.15,insert,cartelle_cliniche,28
alice.medico,e7afb57c_cert,tpm_enclave_88,192.168.1.50,authenticate,pazienti,27
mario.rossi,e7afb57c_cert,1.3.6.1.4.1.311.21.9,10.0.0.15,update,pazienti,12
luigi.verdi,chrome_115,1.3.6.1.4.1.311.21.9,192.168.1.50,update,pazienti,1
mario.rossi,chrome_115,1.3.6.1.4.1.311.21.9,10.0.0.15,find,pazienti,28
mario.rossi,chrome_115,1.3.6.1.4.1.311.21.9,192.168.1.50,authenticate,cartelle_cliniche,18
admin,curl_7.68,missing_tpm,8.8.8.8,drop,config_db,89
luigi.verdi,e7afb57c_cert,tpm_enclave_88,192.168.1.50,insert,pazienti,13
mario.rossi,chrome_115,1.3.6.1.4.1.311.21.9,192.168.1.50,update,pazienti,10
mario.rossi,custom_python_script,unknown,93.44.12.1,find,config_db,72
luigi.verdi,e7afb57c_cert,tpm_enclave_88,10.0.0.15,update,cartelle_cliniche,9
alice.medico,mozilla_firefox_112,1.3.6.1.4.1.311.21.9,10.0.0.15,find,utenti,10
mario.rossi,curl_7.68,unknown,93.44.12.1,delete,config_db,85
luigi.verdi,chrome_115,1.3.6.1.4.1.311.21.9,192.168.1.50,update,cartelle_cliniche,23
alice.medico,e7afb57c_cert,tpm_enclave_88,10.0.0.15,insert,utenti,3
luigi.verdi,e7afb57c_cert,tpm_enclave_88,10.0.0.15,authenticate,pazienti,25
luigi.verdi,chrome_115,1.3.6.1.4.1.311.21.9,10.0.0.15,update,pazienti,7
mario.rossi,custom_python_script,unknown,8.8.8.8,delete,pazienti,84
mario.rossi,mozilla_firefox_112,tpm_enclave_88,10.0.0.15,insert,cartelle_cliniche,5
alice.medico,chrome_115,1.3.6.1.4.1.311.21.9,192.168.1.50,authenticate,utenti,9
luigi.verdi,chrome_115,tpm_enclave_88,10.0.0.15,find,cartelle_cliniche,28
admin,custom_python_script,missing_tpm,8.8.8.8,delete,config_db,79
alice.medico,e7afb57c_cert,tpm_enclave_88,10.0.0.15,update,cartelle_cliniche,15
luigi.verdi,e7afb57c_cert,1.3.6.1.4.1.311.21.9,192.168.1.50,find,pazienti,11
mario.rossi,chrome_115,1.3.6.1.4.1.311.21.9,192.168.1.50,find,cartelle_cliniche,21
mario.rossi,chrome_115,tpm_enclave_88,192.168.1.50,insert,utenti,20
mario.rossi,nmap,unknown,8.8.8.8,drop,system_logs,73
alice.medico,mozilla_firefox_112,1.3.6.1.4.1.311.21.9,192.168.1.50,insert,pazienti,11
luigi.verdi,chrome_115,1.3.6.1.4.1.311.21.9,192.168.1.50,insert,cartelle_cliniche,17
admin,curl_7.68,unknown,1.2.3.4,delete,pazienti,84
luigi.verdi,chrome_115,tpm_enclave_88,10.0.0.15,find,cartelle_cliniche,20
alice.medico,chrome_115,1.3.6.1.4.1.311.21.9,10.0.0.15,authenticate,utenti,26
luigi.verdi,mozilla_firefox_112,1.3.6.1.4.1.311.21.9,192.168.1.50,update,cartelle_cliniche,14
alice.medico,e7afb57c_cert,tpm_enclave_88,192.168.1.50,find,pazienti,17
luigi.verdi,e7afb57c_cert,1.3.6.1.4.1.311.21.9,10.0.0.15,insert,utenti,16
mario.rossi,mozilla_firefox_112,tpm_enclave_88,10.0.0.15,insert,utenti,16
mario.rossi,mozilla_firefox_112,tpm_enclave_88,192.168.1.50,find,cartelle_cliniche,24
alice.medico,chrome_115,1.3.6.1.4.1.311.21.9,192.168.1.50,update,cartelle_cliniche,1
admin,custom_python_script,unknown,1.2.3.4,delete,system_logs,91
luigi.verdi,mozilla_firefox_112,1.3.6.1.4.1.311.21.9,192.168.1.50,authenticate,pazienti,21
mario.rossi,mozilla_firefox_112,tpm_enclave_88,10.0.0.15,authenticate,pazienti,5
mario.rossi,mozilla_firefox_112,tpm_enclave_88,192.168.1.50,update,cartelle_cliniche,7
mario.rossi,mozilla_firefox_112,tpm_enclave_88,192.168.1.50,update,pazienti,8
alice.medico,e7afb57c_cert,1.3.6.1.4.1.311.21.9,10.0.0.15,insert,pazienti,13
anonymous,nmap,missing_tpm,1.2.3.4,drop,pazienti,97
alice.medico,chrome_115,1.3.6.1.4.1.311.21.9,10.0.0.15,authenticate,cartelle_cliniche,14
admin,custom_python_script,unknown,1.2.3.4,drop,system_logs,98
mario.rossi,chrome_115,tpm_enclave_88,192.168.1.50,insert,pazienti,9
mario.rossi,chrome_115,tpm_enclave_88,192.168.1.50,find,utenti,23
luigi.verdi,chrome_115,tpm_enclave_88,192.168.1.50,update,utenti,12
mario.rossi,mozilla_firefox_112,tpm_enclave_88,192.168.1.50,update,cartelle_cliniche,28
mario.rossi,chrome_115,tpm_enclave_88,192.168.1.50,update,cartelle_cliniche,16
mario.rossi,mozilla_firefox_112,1.3.6.1.4.1.311.21.9,192.168.1.50,insert,pazienti,2
mario.rossi,e7afb57c_cert,tpm_enclave_88,192.168.1.50,authenticate,pazienti,23
admin,curl_7.68,missing_tpm,1.2.3.4,delete,config_db,79
mario.rossi,chrome_115,1.3.6.1.4.1.311.21.9,192.168.1.50,find,cartelle_cliniche,10
alice.medico,mozilla_firefox_112,tpm_enclave_88,10.0.0.15,insert,pazienti,30
alice.medico,mozilla_firefox_112,tpm_enclave_88,10.0.0.15,update,pazienti,13
alice.medico,e7afb57c_cert,tpm_enclave_88,10.0.0.15,find,pazienti,24
mario.rossi,e7afb57c_cert,tpm_enclave_88,10.0.0.15,update,utenti,20
mario.rossi,mozilla_firefox_112,1.3.6.1.4.1.311.21.9,192.168.1.50,find,cartelle_cliniche,2
alice.medico,chrome_115,tpm_enclave_88,192.168.1.50,update,cartelle_cliniche,11
luigi.verdi,chrome_115,tpm_enclave_88,192.168.1.50,insert,pazienti,14
alice.medico,e7afb57c_cert,tpm_enclave_88,10.0.0.15,update,utenti,18
mario.rossi,chrome_115,tpm_enclave_88,10.0.0.15,authenticate,cartelle_cliniche,29
mario.rossi,e7afb57c_cert,tpm_enclave_88,10.0.0.15,authenticate,utenti,1
alice.medico,e7afb57c_cert,1.3.6.1.4.1.311.21.9,10.0.0.15,authenticate,pazienti,28
alice.medico,mozilla_firefox_112,tpm_enclave_88,192.168.1.50,update,pazienti,10
admin,nmap,missing_tpm,93.44.12.1,find,system_logs,84
luigi.verdi,e7afb57c_cert,1.3.6.1.4.1.311.21.9,192.168.1.50,find,cartelle_cliniche,6
alice.medico,e7afb57c_cert,1.3.6.1.4.1.311.21.9,192.168.1.50,insert,pazienti,13
luigi.verdi,chrome_115,tpm_enclave_88,192.168.1.50,authenticate,cartelle_cliniche,2
mario.rossi,chrome_115,1.3.6.1.4.1.311.21.9,192.168.1.50,authenticate,cartelle_cliniche,7
mario.rossi,chrome_115,1.3.6.1.4.1.311.21.9,192.168.1.50,authenticate,utenti,1
luigi.verdi,mozilla_firefox_112,tpm_enclave_88,192.168.1.50,update,utenti,26
alice.medico,chrome_115,tpm_enclave_88,192.168.1.50,insert,utenti,0
mario.rossi,curl_7.68,unknown,93.44.12.1,drop,system_logs,95
mario.rossi,mozilla_firefox_112,1.3.6.1.4.1.311.21.9,10.0.0.15,update,utenti,30
alice.medico,mozilla_firefox_112,1.3.6.1.4.1.311.21.9,192.168.1.50,find,cartelle_cliniche,23
mario.rossi,nmap,missing_tpm,93.44.12.1,find,pazienti,83
luigi.verdi,e7afb57c_cert,1.3.6.1.4.1.311.21.9,10.0.0.15,find,utenti,11
alice.medico,e7afb57c_cert,tpm_enclave_88,10.0.0.15,authenticate,utenti,6
alice.medico,e7afb57c_cert,1.3.6.1.4.1.311.21.9,192.168.1.50,find,pazienti,27
mario.rossi,mozilla_firefox_112,tpm_enclave_88,10.0.0.15,find,pazienti,29
alice.medico,chrome_115,1.3.6.1.4.1.311.21.9,192.168.1.50,authenticate,cartelle_cliniche,22
admin,curl_7.68,missing_tpm,8.8.8.8,delete,system_logs,98
mario.rossi,mozilla_firefox_112,tpm_enclave_88,10.0.0.15,authenticate,pazienti,11
